Gene,Log2_FoldChange,MannWhit_P_values,bonferroni_p_Values_corrected,sidak_p_Values_corrected,holm-sidak_p_Values_corrected,holm_p_Values_corrected,simes-hochberg_p_Values_corrected,hommel_p_Values_corrected,fdr_bh_p_Values_corrected,fdr_by_p_Values_corrected,fdr_tsbh_p_Values_corrected,fdr_tsbky_p_Values_corrected
Clip1,-0.00166165451977,0.278605220293,1.0,1.0,1.0,1.0,0.5,0.5,0.324868746022,1.0,0.143597520741,0.152527170733
Tspan2,0.0290932210179,1.68102903843e-05,0.367035880252,0.307217349949,0.257323116263,0.297491708932,0.297418285266,0.188740576576,8.84893237665e-05,0.000935196076129,3.91137887547e-05,4.15460901039e-05
Far1,-0.0115407954231,0.0484661583041,1.0,1.0,1.0,1.0,0.5,0.5,0.0791825067769,0.836837332277,0.035000017079,0.0371765024432
Nop2,0.00564298700222,0.169147330978,1.0,1.0,1.0,1.0,0.5,0.5,0.219275052323,1.0,0.0969233090577,0.102950510791
Frk,-0.0443286356245,5.33794017259e-07,0.0116548585728,0.0115872068729,0.0102609641497,0.0103139680015,0.0103129004134,0.00861596923258,4.62946306034e-06,4.89263055059e-05,2.04630154783e-06,2.17355135344e-06
Kctd10,-0.000385226732504,0.475063174564,1.0,1.0,1.0,1.0,0.5,0.5,0.483433318729,1.0,0.213685763445,0.226973869437
Cdca7l,-0.0241427772441,0.0024052270023,1.0,1.0,1.0,1.0,0.5,0.5,0.00633362640732,0.066936691475,0.00279957078213,0.00297366283528
AI597479,0.020954189844,4.47883902051e-06,0.0977909711739,0.0931617592759,0.0791311897748,0.0824375110116,0.0824375110116,0.0610626563245,2.84876129179e-05,0.000301070261192,1.25920102716e-05,1.3375047777e-05
Tmem132a,0.000390111627319,0.41804839232,1.0,1.0,1.0,1.0,0.5,0.5,0.441165294703,1.0,0.195002576678,0.207128863735
Mosc2,-0.00897963616307,0.0108644155225,1.0,1.0,1.0,1.0,0.5,0.5,0.0227055071448,0.23996229471,0.0100362210064,0.0106603260771
Riok1,-0.00201629242832,0.435025729667,1.0,1.0,1.0,1.0,0.5,0.5,0.453949253627,1.0,0.200653304331,0.213130983389
Pycr2,-0.00443425848536,0.341280537323,1.0,1.0,1.0,1.0,0.5,0.5,0.3795463996,1.0,0.167765975201,0.178198546957
Slc35b3,0.00786719207972,0.198549085802,1.0,1.0,1.0,1.0,0.5,0.5,0.249026478202,1.0,0.110073946191,0.116918923789
Abhd14a,0.00953506008371,0.261116271777,1.0,1.0,1.0,1.0,0.5,0.5,0.30865894082,1.0,0.136432510665,0.144916602601
Lrrc59,-0.0243891263983,4.72308383364e-07,0.0103123812424,0.0102593933586,0.00910455425239,0.00914625184385,0.00914577953546,0.00767312199613,4.16630142906e-06,4.40313992986e-05,1.84157621562e-06,1.95609512203e-06
Chid1,-0.0330049949852,5.11987995142e-06,0.111787458859,0.105765957022,0.0896810782446,0.0939600368685,0.0939446772287,0.0688367859469,3.2040745888e-05,0.00033862141279,1.41625555814e-05,1.50432578643e-05
Prkx,-0.00543599994991,0.232286956006,1.0,1.0,1.0,1.0,0.5,0.5,0.281599925678,1.0,0.12447196495,0.132212287172
D230025D16Rik,0.00294489193931,0.184127624861,1.0,1.0,1.0,1.0,0.5,0.5,0.234839781165,1.0,0.103803184392,0.110258213002
Smek2,-0.00410397748694,0.0711222826035,1.0,1.0,1.0,1.0,0.5,0.5,0.109053932751,1.0,0.0482036962983,0.0512012559639
Pde2a,0.0103853542249,0.0167251775227,1.0,1.0,1.0,1.0,0.5,0.5,0.0324989128629,0.343463533161,0.0143650731904,0.0152583690847
Kif2c,0.00978479204248,0.0600815800368,1.0,1.0,1.0,1.0,0.5,0.5,0.0947334468111,1.0,0.0418737975256,0.0444777307538
Mfap3,0.00820904096505,0.0786027284224,1.0,1.0,1.0,1.0,0.5,0.5,0.118354946309,1.0,0.0523149027583,0.0555681188904
Prpf3,-0.012626011854,0.00872847083223,1.0,1.0,1.0,1.0,0.5,0.5,0.0189206920397,0.199962619218,0.00836326824563,0.00888334030424
Krt5,-0.00737563560983,0.150465859474,1.0,1.0,1.0,1.0,0.5,0.5,0.199572612784,1.0,0.0882144950983,0.0937001369213
Plrg1,-0.00842749379156,0.0144674427305,1.0,1.0,1.0,1.0,0.5,0.5,0.0288110286188,0.304488267813,0.0127349655217,0.0135268927373
Pycr1,0.017387252928,0.00678914724925,1.0,1.0,1.0,1.0,0.5,0.5,0.0152664209069,0.161342592767,0.00674801814475,0.00716764544654
Prmt7,-0.0196148571163,4.67400449774e-05,1.0,0.639601888187,0.549839755628,0.798133008035,0.5,0.401332779526,0.000214042970173,0.00226210504622,9.46106396054e-05,0.000100494027374
Dyrk3,-0.0102154708425,0.0793048373614,1.0,1.0,1.0,1.0,0.5,0.5,0.119176585117,1.0,0.0526780811106,0.055953881585
Ubxn1,0.0105041721287,0.0060920800022,1.0,1.0,1.0,1.0,0.5,0.5,0.0139410283955,0.147335232068,0.00616217207316,0.00654536838128
Trim59,0.00961831916431,0.298317040413,1.0,1.0,1.0,1.0,0.5,0.5,0.341969928704,1.0,0.15115653485,0.160556244144
Ddo,-0.027603025575,0.000786012148521,1.0,0.999999965022,0.999990991102,1.0,0.5,0.5,0.00242615744992,0.0256407533775,0.00107240292888,0.00113909059003
Tmem159,-0.0124458848853,0.0961333545955,1.0,1.0,1.0,1.0,0.5,0.5,0.139387436766,1.0,0.0616116218846,0.0654429569663
Ccdc99,0.0458590152615,2.12373291371e-08,0.00046369584438,0.000463588358571,0.000430727673243,0.000430820458876,0.000430799221547,0.000391743773264,2.97701672723e-07,3.14624888447e-06,1.3158921148e-07,1.39772121569e-07
Dbr1,-0.0777438144832,1.82226840934e-14,3.97874084495e-10,3.97545996123e-10,3.96999766394e-10,3.97327403972e-10,3.97327403972e-10,3.94994900408e-10,1.21520532599e-11,1.28428515914e-10,5.37141458326e-12,5.70543742672e-12
Zfp110,0.0255726239322,0.000251946759115,1.0,0.995920164603,0.981333193193,1.0,0.5,0.5,0.000910355367191,0.00962105631552,0.000402392582613,0.000427415472308
Steap4,-0.067140353373,3.18407259757e-07,0.00695210410954,0.00692799523744,0.00618717540707,0.00620639430719,0.00620639430719,0.005278237145,2.96509699613e-06,3.13365156167e-05,1.31062339057e-06,1.39212485444e-06
Zfp61,-0.0287372955131,0.000145519041859,1.0,0.958309998808,0.905777044414,1.0,0.5,0.5,0.000565953127954,0.00598125425765,0.000250160925066,0.000265717248677
Blvrb,0.0145359805882,0.0018300301048,1.0,1.0,0.99999999999,1.0,0.5,0.5,0.00499917466099,0.052833588594,0.00220972037433,0.0023471324231
9130213B05Rik,-0.00288365911502,0.334248576757,1.0,1.0,1.0,1.0,0.5,0.5,0.373607210866,1.0,0.165140752591,0.175410074181
Sf3b5,-0.0106445637299,0.0479821142846,1.0,1.0,1.0,1.0,0.5,0.5,0.0785268520319,0.829908069868,0.0347102065109,0.0368686699279
Wbp11,-0.00634282842771,0.0764996322439,1.0,1.0,1.0,1.0,0.5,0.5,0.115711676727,1.0,0.051146532568,0.0543270932892
Sirt1,0.0362494045942,8.65776303864e-07,0.0189033598186,0.0187258198536,0.0164469025816,0.0165836472095,0.0165822135479,0.0135554595896,7.04823259454e-06,7.44889799752e-05,3.11543889209e-06,3.3091732876e-06
Polr2h,-0.00280494339774,0.147114404068,1.0,1.0,1.0,1.0,0.5,0.5,0.196155981089,1.0,0.0867042856779,0.0920960147267
Slc5a2,-0.0439846169287,3.17408262596e-09,6.93029200552e-05,6.93005195901e-05,6.56759618143e-05,6.56781176964e-05,6.56781176964e-05,6.15264176216e-05,6.05106275042e-08,6.3950428139e-07,2.67467283156e-08,2.84099807245e-08
Trpm7,-0.00684927537278,0.149338866547,1.0,1.0,1.0,1.0,0.5,0.5,0.198467400491,1.0,0.0877259724349,0.0931812353462
Gtpbp3,-0.0296962168004,5.33794017259e-07,0.0116548585728,0.0115872068729,0.0102609641497,0.0103139680015,0.0103129004134,0.00861596923258,4.62946306034e-06,4.89263055059e-05,2.04630154783e-06,2.17355135344e-06
Csmd1,0.0119976499058,0.00861689737607,1.0,1.0,1.0,1.0,0.5,0.5,0.0187075931847,0.197710492017,0.00826907492102,0.0087832895427
Ear10,-0.0518395808492,8.57795207401e-05,1.0,0.84633653947,0.759947228853,1.0,0.5,0.5,0.000359759903158,0.00380210894898,0.000159020006658,0.000168908708036
Ear6,-0.0260271802292,0.00481954604106,1.0,1.0,1.0,1.0,0.5,0.5,0.0114457720498,0.12096420962,0.00505922625504,0.00537383558432
Ppp1r16a,-0.0147953343492,2.54811519025e-05,0.55635547064,0.426709413498,0.358862008176,0.444504907179,0.444424644891,0.263551554128,0.000126511678478,0.00133703389586,5.59203173489e-05,5.93977371454e-05
Col20a1,-0.00324956639195,0.198543552177,1.0,1.0,1.0,1.0,0.5,0.5,0.249026478202,1.0,0.110073946191,0.116918923789
Stard13,0.0138755720398,0.00223093333077,1.0,1.0,1.0,1.0,0.5,0.5,0.00593004175826,0.0626714223542,0.00262117949111,0.00278417823441
Olfr116,-0.0411714986709,5.59693976633e-06,0.122203582858,0.115032116835,0.0973737164357,0.102446385483,0.102440788543,0.0744338689286,3.45973779144e-05,0.000365641081802,1.52926304961e-05,1.62436067879e-05
Olfr114,0.0815428744714,5.01326999915e-11,1.09459737161e-06,1.09459624409e-06,1.06727396532e-06,1.06727505012e-06,1.06727505012e-06,1.03478906052e-06,2.00475709087e-09,2.11871995984e-08,8.86136790508e-10,9.41241442339e-10
Neurl1a,-0.0152593402446,0.00807114320213,1.0,1.0,1.0,1.0,0.5,0.5,0.0177202636079,0.187275936675,0.00783265842631,0.00831973437228
Rab30,0.0240715302958,0.0395333072845,1.0,1.0,1.0,1.0,0.5,0.5,0.0667549757484,0.70549743997,0.0295068366285,0.0313417271065
Trim7,-0.069904410797,2.85099523703e-13,6.22486300054e-09,6.22498852465e-09,6.18678441811e-09,6.18665966436e-09,6.18637456484e-09,6.11595498248e-09,4.57710514745e-11,4.83729628811e-10,2.02315845828e-11,2.14896910471e-11
Camk2g,0.00434839608161,0.195879155194,1.0,1.0,1.0,1.0,0.5,0.5,0.246467277316,1.0,0.108942735796,0.115717368776
Tom1l1,-0.00465811926652,0.195876379853,1.0,1.0,1.0,1.0,0.5,0.5,0.246467277316,1.0,0.108942735796,0.115717368776
Tgs1,-0.00812843179136,0.152725303819,1.0,1.0,1.0,1.0,0.5,0.5,0.202029390016,1.0,0.0893004324927,0.0948536036212
Eltd1,-0.0152673073876,0.00523871263053,1.0,1.0,1.0,1.0,0.5,0.5,0.0122703917862,0.12967917216,0.0054237222281,0.00576099783635
Glrx2,-5.73538943775e-05,0.459759178149,1.0,1.0,1.0,1.0,0.5,0.5,0.472218114845,1.0,0.208728452247,0.221708286525
Taar1,-0.00368896354832,0.377239585275,1.0,1.0,1.0,1.0,0.5,0.5,0.408830590877,1.0,0.180710086679,0.191947591448
Gprc5b,-0.0175421917745,0.0711257894982,1.0,1.0,1.0,1.0,0.5,0.5,0.109053932751,1.0,0.0482036962983,0.0512012559639
Mto1,-0.00722260524465,0.155001468528,1.0,1.0,1.0,1.0,0.5,0.5,0.204537849519,1.0,0.0904092143314,0.0960313353531
Ferd3l,-0.0249283114647,0.00584900236784,1.0,1.0,1.0,1.0,0.5,0.5,0.0134689390635,0.142345973793,0.0059535005451,0.00632372055879
Cic,-0.01997928365,1.32597659752e-06,0.0289513730303,0.0285363159926,0.0248504162797,0.0251643838677,0.0251643838677,0.0201442364695,1.01068626966e-05,0.000106813996689,4.46740550907e-06,4.74521230798e-06
Ucn3,0.0730411023771,5.65053210437e-12,1.23373717967e-07,1.2337257449e-07,1.21468363035e-07,1.21469488648e-07,1.21463838115e-07,1.18881544944e-07,3.6219901172e-10,3.82788657569e-09,1.60098134199e-10,1.70053879225e-10
Xpo5,-0.00695155302631,0.0341076329908,1.0,1.0,1.0,1.0,0.5,0.5,0.0590473718224,0.624039918982,0.0260999443738,0.0277229763514
Loxl4,0.0126564243408,0.38825734805,1.0,1.0,1.0,1.0,0.5,0.5,0.41784359904,1.0,0.184693989848,0.196179234693
Rtn4ip1,-0.0292007496034,2.39615119495e-05,0.523175651906,0.407368162422,0.342167094862,0.418799305854,0.418775344342,0.251044760695,0.000120034206248,0.00126857697524,5.30571642622e-05,5.63565381232e-05
Cyp2j9,0.0745746485569,2.0585431357e-09,4.49462308248e-05,4.49452203252e-05,4.27282665777e-05,4.27291798677e-05,4.27291798677e-05,4.0260986648e-05,4.16940916742e-08,4.40642433141e-07,1.84294988892e-08,1.95755421758e-08
Npffr2,-0.0463516950446,8.65534823043e-07,0.0188980873263,0.0187206460747,0.0164469025816,0.0165836472095,0.016581050605,0.0135516787244,7.04823259454e-06,7.44889799752e-05,3.11543889209e-06,3.3091732876e-06
Med15,-0.0139377691943,2.70918922728e-05,0.591524375884,0.446521509673,0.376095215112,0.471751120146,0.471717392162,0.276283117398,0.000133651362086,0.00141248937242,5.9076179147e-05,6.27498470483e-05
Rad51c,-0.00848429464939,0.130116704711,1.0,1.0,1.0,1.0,0.5,0.5,0.177671552887,1.0,0.0785338534813,0.0834175020324
Wac,0.0169638014038,2.4854495841e-06,0.0542673062192,0.0528211780255,0.0454381308301,0.0465027617185,0.0464903344706,0.0359420864357,1.73245075921e-05,0.000183093404169,7.65772752456e-06,8.13392534591e-06
Olfr459,-0.0304337971341,0.000135134793898,1.0,0.947698617163,0.889481869727,1.0,0.5,0.5,0.000532563912459,0.00562838159475,0.000235402322943,0.00025004087896
Dqx1,-0.0502282124695,1.31547780401e-07,0.00287221423728,0.0028680935656,0.00259902657864,0.00260240973968,0.00260201509633,0.00227261945421,1.39721602131e-06,1.47664247507e-05,6.17593286694e-07,6.55998489368e-07
Aipl1,-0.0323470369043,1.14784845918e-05,0.250621232576,0.221684002615,0.185891745449,0.205660751018,0.205590611844,0.13785450072,6.38178651904e-05,0.000674456697969,2.82085837205e-05,2.99627419963e-05
Mta3,0.00643180050631,0.139508156606,1.0,1.0,1.0,1.0,0.5,0.5,0.187944782583,1.0,0.0830747960388,0.0882408243098
Letmd1,0.00508202768133,0.100293125052,1.0,1.0,1.0,1.0,0.5,0.5,0.144029787312,1.0,0.0636636199208,0.0676225590458
Boll,0.00864285476976,0.179049809287,1.0,1.0,1.0,1.0,0.5,0.5,0.229693882163,1.0,0.101528609359,0.107842192916
Mpi,-0.0222070032438,4.67621867227e-05,1.0,0.639776086116,0.549841558011,0.798137002982,0.5,0.401453373014,0.000214042970173,0.00226210504622,9.46106396054e-05,0.000100494027374
Slc12a6,0.0118155143021,0.000210395176048,1.0,0.989890215836,0.965083465007,1.0,0.5,0.5,0.000778665566909,0.00822929763495,0.000344183447203,0.000365586586343
Prss28,-0.0434524871153,4.18730981124e-06,0.0914257224186,0.0873710731731,0.0743394175204,0.0772474913977,0.0772474913977,0.0575001383279,2.69631815444e-05,0.000284959365796,1.19181856318e-05,1.26593211729e-05
Lcn8,0.03598140731,0.000317683889767,1.0,0.999029221334,0.992981694753,1.0,0.5,0.5,0.00111220458712,0.0117542921728,0.000491613376857,0.000522184485356
Oas1c,-0.02642230434,0.0129502242987,1.0,1.0,1.0,1.0,0.5,0.5,0.0262699031597,0.277632479372,0.0116117447739,0.0123338242088
Spred1,-0.0214540166904,0.00159204014873,1.0,1.0,0.999999999799,1.0,0.5,0.5,0.00443499073905,0.0468710321233,0.00196034146847,0.0020822458237
Ripply3,-0.024989692153,8.90983724574e-05,1.0,0.857078612008,0.772420854064,1.0,0.5,0.5,0.000372352957325,0.00393519816633,0.000164586351156,0.000174821197146
Mrps2,0.00316223359444,0.210840767077,1.0,1.0,1.0,1.0,0.5,0.5,0.26100893036,1.0,0.115370394197,0.122544732823
Xrcc4,-0.00574562341502,0.259550933196,1.0,1.0,1.0,1.0,0.5,0.5,0.307180267436,1.0,0.135778911836,0.144222359555
Rnf31,-0.00614638937306,0.0470246405518,1.0,1.0,1.0,1.0,0.5,0.5,0.0772821621678,0.816753612049,0.0341600323844,0.0362842830772
Smc6,0.00950336743109,0.0660368078608,1.0,1.0,1.0,1.0,0.5,0.5,0.102463678072,1.0,0.0452906914477,0.0481071051326
St5,0.015958830023,0.00839495268663,1.0,1.0,1.0,1.0,0.5,0.5,0.018305580118,0.193461832105,0.00809137829616,0.008594542806
Lmo1,0.0431656985761,7.06061397713e-08,0.00154161445577,0.00154042683408,0.00140879955253,0.00140979279281,0.00140965158053,0.00125114079675,8.23486928148e-07,8.70299049838e-06,3.63995252522e-07,3.86630394041e-07
Epgn,-0.0259257063876,0.00144940316193,1.0,1.0,0.999999998727,1.0,0.5,0.5,0.00410012743252,0.0433320419155,0.0018123261817,0.00192502616698
Cpt1b,0.00345949209322,0.421809705538,1.0,1.0,1.0,1.0,0.5,0.5,0.444147020337,1.0,0.196320550209,0.208528795801
Lrp8,-0.0192380926537,0.000317450392371,1.0,0.999024257909,0.992973681138,1.0,0.5,0.5,0.00111220458712,0.0117542921728,0.000491613376857,0.000522184485356
Stk33,0.0231893646973,5.92673170001e-05,1.0,0.725850293609,0.633117697277,1.0,0.5,0.457840023826,0.000262550903957,0.00277475931235,0.000116051972799,0.000123268695571
Olfr642,0.0316849179314,0.000988421025593,1.0,0.99999999958,0.999999440805,1.0,0.5,0.5,0.00296114998481,0.0312948017767,0.00130887874432,0.0013902717169
Bbox1,-0.000784275312636,0.401219262695,1.0,1.0,1.0,1.0,0.5,0.5,0.428102961157,1.0,0.189228802699,0.200996046087
Lass2,-0.0084573933284,0.0136062725879,1.0,1.0,1.0,1.0,0.5,0.5,0.0273835036671,0.289401524276,0.0121039751714,0.0128566640843
Tram2,0.00169096113083,0.229363130171,1.0,1.0,1.0,1.0,0.5,0.5,0.278793746687,1.0,0.123231586025,0.130894774954
Xpo6,-0.00162918714753,0.357304803646,1.0,1.0,1.0,1.0,0.5,0.5,0.39322153729,1.0,0.173810619052,0.184619078593
Pawr,-0.00240547781371,0.167951994341,1.0,1.0,1.0,1.0,0.5,0.5,0.217962462687,1.0,0.0963431220751,0.102334244727
Tas1r3,0.0139589869176,0.053503997434,1.0,1.0,1.0,1.0,0.5,0.5,0.0860336677422,0.909243568182,0.0380283469534,0.0403931498157
Sntg2,-0.00401982648,0.353722077332,1.0,1.0,1.0,1.0,0.5,0.5,0.390162016233,1.0,0.172458258618,0.183182621265
Sntg1,0.0318776058578,0.0316422839744,1.0,1.0,1.0,1.0,0.5,0.5,0.0553304578217,0.584757853747,0.024457005058,0.0259778704176
Ppp2r2d,0.00172172146091,0.290028831759,1.0,1.0,1.0,1.0,0.5,0.5,0.335037192916,1.0,0.148092147515,0.157301297067
Esam,-0.0138611431038,0.00481890919794,1.0,1.0,1.0,1.0,0.5,0.5,0.0114457720498,0.12096420962,0.00505922625504,0.00537383558432
Rnf144a,-0.00277819549561,0.36994913057,1.0,1.0,1.0,1.0,0.5,0.5,0.403031910344,1.0,0.178146971088,0.189225087832
Fastkd5,0.0107290367082,0.00378820647942,1.0,1.0,1.0,1.0,0.5,0.5,0.00933300318168,0.0986354916333,0.00412534641872,0.00438188218219
Cybrd1,0.0161856683214,0.0306287689746,1.0,1.0,1.0,1.0,0.5,0.5,0.0538541634133,0.569155692049,0.0238044577769,0.0252847443104
Trps1,-0.0215432863383,0.000195611745004,1.0,0.986037842188,0.956292206315,1.0,0.5,0.5,0.000731198301025,0.00772764162822,0.000323202106952,0.000343300515872
Krtap16-8,-0.00642069672393,0.17038081774,1.0,1.0,1.0,1.0,0.5,0.5,0.220524554451,1.0,0.0974756102871,0.103537157019
Krtap16-7,-0.0055342868057,0.325537850339,1.0,1.0,1.0,1.0,0.5,0.5,0.366082403794,1.0,0.16181465966,0.171877147278
Atad3a,0.0187020881857,0.000534388902648,1.0,0.999991461848,0.999697512537,1.0,0.5,0.5,0.00174492512562,0.0184411752872,0.000771286634944,0.000819249299328
Tas1r2,-0.0166747487452,0.0519521983162,1.0,1.0,1.0,1.0,0.5,0.5,0.0838873168197,0.886559939522,0.0370796232769,0.0393854295052
Pdgfd,0.00337083192705,0.303340781516,1.0,1.0,1.0,1.0,0.5,0.5,0.34642040266,1.0,0.153123720164,0.162645759399
Pcdh10,-0.0456925651796,3.84415048103e-08,0.000839331816028,0.000838979690567,0.000773489766575,0.000773789050326,0.000773789050326,0.000695060848475,4.91467990274e-07,5.19406089326e-06,2.17237225159e-07,2.30746179742e-07
Med1,-0.00682318892027,0.0175376051425,1.0,1.0,1.0,1.0,0.5,0.5,0.0338218848483,0.357445312622,0.0149498493483,0.0158795097034
Tssk6,0.0372375473518,1.22412765989e-05,0.267276033259,0.234539502828,0.196558867719,0.218850021241,0.218812819205,0.14550446572,6.74939477928e-05,0.000713307238112,2.98334748625e-05,3.16886774259e-05
Sfxn5,-0.00867378993992,0.0744490012224,1.0,1.0,1.0,1.0,0.5,0.5,0.11323044434,1.0,0.0500497855787,0.0531621447969
Sfxn4,0.0365006053174,3.67685690404e-05,0.802804936428,0.55193622231,0.469273871591,0.633497510952,0.5,0.343043489335,0.000173934819593,0.00183822357163,7.68821537002e-05,8.16630908614e-05
Sfxn2,-0.00847172582811,0.0412030652624,1.0,1.0,1.0,1.0,0.5,0.5,0.0691162773231,0.73045276648,0.0305505721556,0.0324503676047
Ceacam2,0.0112917991326,0.264254026728,1.0,1.0,1.0,1.0,0.5,0.5,0.311460272791,1.0,0.137670747124,0.146231839124
Slc24a6,0.00212170135321,0.336001677756,1.0,1.0,1.0,1.0,0.5,0.5,0.37506748023,1.0,0.165786216529,0.176095676466
Gpha2,0.00623625972243,0.166741012839,1.0,1.0,1.0,1.0,0.5,0.5,0.216773789444,1.0,0.0958177082498,0.101776157903
Dach2,-0.0154463903676,0.0253845896745,1.0,1.0,1.0,1.0,0.5,0.5,0.0461960430222,0.488221135931,0.0204194380877,0.0216892262722
Il24,-0.042042351807,2.78780031279e-06,0.0608688320293,0.0590534260906,0.0506534727131,0.0519813246322,0.0519729612313,0.0399073614775,1.90691829666e-05,0.00020153193997,8.42890376525e-06,8.95305738609e-06
Grip1,-0.0146878365951,0.00576804952285,1.0,1.0,1.0,1.0,0.5,0.5,0.0133215664955,0.140788472374,0.00588835935918,0.00625452855091
Oosp1,-0.0281819601365,0.000359083359716,1.0,0.999606973713,0.996197812896,1.0,0.5,0.5,0.00123691977193,0.0130723398932,0.000546739613398,0.000580738761567
Edem1,-0.0119440152903,0.0025534333981,1.0,1.0,1.0,1.0,0.5,0.5,0.00666475424439,0.070436203515,0.00294593492776,0.0031291286742
Taldo1,-0.0283467604855,0.000210395176048,1.0,0.989890215836,0.965083465007,1.0,0.5,0.5,0.000778665566909,0.00822929763495,0.000344183447203,0.000365586586343
Ik,0.0086821313115,0.0600848384204,1.0,1.0,1.0,1.0,0.5,0.5,0.0947334468111,1.0,0.0418737975256,0.0444777307538
Prdm9,0.0112226892573,0.0843967738014,1.0,1.0,1.0,1.0,0.5,0.5,0.125438143232,1.0,0.0554457964795,0.0588937080698
Hnrnpab,0.00600313297606,0.0053837058042,1.0,1.0,1.0,1.0,0.5,0.5,0.0125711680983,0.132857915254,0.00555667048258,0.00590221351336
Cacna1d,0.0172568866022,0.0146473737674,1.0,1.0,1.0,1.0,0.5,0.5,0.0290975124044,0.30751596088,0.0128615962359,0.0136613980161
Gm7609,-0.0415443505111,0.00131905712352,1.0,1.0,0.999999992951,1.0,0.5,0.5,0.00378105464552,0.0399599332169,0.00167129057359,0.0017752202221
Cntd1,-0.0398179899943,8.05462605177e-07,0.0175864705214,0.0174327380715,0.0153308518647,0.0154495782299,0.0154485235426,0.0126683158542,6.61360787229e-06,6.98956650132e-05,2.92332735988e-06,3.1051152487e-06
Sec14l2,0.0141758395772,1.6007045623e-06,0.0349497834133,0.0343461201291,0.0298002884119,0.0302533162275,0.0302533162275,0.0239705508205,1.18899412079e-05,0.000125658394592,5.25555659053e-06,5.58237477391e-06
Wdr77,-0.00181980118832,0.256439632421,1.0,1.0,1.0,1.0,0.5,0.5,0.304292793699,1.0,0.134502599248,0.14286667913
Atpbd3,-0.00507147350998,0.184131835159,1.0,1.0,1.0,1.0,0.5,0.5,0.234839781165,1.0,0.103803184392,0.110258213002
Fam165b,-0.011536574111,0.00546010245091,1.0,1.0,1.0,1.0,0.5,0.5,0.0127128398393,0.134355167698,0.00561929180585,0.00596872896027
Mcoln1,5.60939458249e-05,0.257999008211,1.0,1.0,1.0,1.0,0.5,0.5,0.305654044831,1.0,0.135104295441,0.143505791961
Ghdc,-0.0168823671836,1.30421672489e-05,0.284762679713,0.247808653067,0.20767064317,0.232776601059,0.232776601059,0.153415013349,7.13442457635e-05,0.000753998966796,3.15353721656e-05,3.3496407665e-05
Mrm1,-0.00611127014979,0.0977909178256,1.0,1.0,1.0,1.0,0.5,0.5,0.141283933334,1.0,0.0624499056795,0.0663333696619
Slc33a1,-0.0197884408339,0.00968488373768,1.0,1.0,1.0,1.0,0.5,0.5,0.0206051024743,0.217764247278,0.0091078063561,0.00967417771499
Ophn1,-0.0256876633461,0.0011245565982,1.0,0.999999999979,0.999999909098,1.0,0.5,0.5,0.00330257756797,0.0349031662941,0.00145979555319,0.00155057332765
