Gene,Log2_FoldChange,MannWhit_P_values,bonferroni_p_Values_corrected,sidak_p_Values_corrected,holm-sidak_p_Values_corrected,holm_p_Values_corrected,simes-hochberg_p_Values_corrected,hommel_p_Values_corrected,fdr_bh_p_Values_corrected,fdr_by_p_Values_corrected,fdr_tsbh_p_Values_corrected,fdr_tsbky_p_Values_corrected
Dock1,-0.0146878287369,0.00418653898719,1.0,1.0,1.0,1.0,0.5,0.5,0.0101771549709,0.107556877935,0.00449847589191,0.00477821481084
2410129H14Rik,-0.00759220730772,0.201250533236,1.0,1.0,1.0,1.0,0.5,0.5,0.251724572793,1.0,0.111266549969,0.118185689951
Gphn,0.014020745584,0.000156775582969,1.0,0.967395547852,0.920870616953,1.0,0.5,0.5,0.000604045780663,0.00638383501912,0.000266998526572,0.000283601900909
Gpr107,0.00178421169235,0.450223396156,1.0,1.0,1.0,1.0,0.5,0.5,0.465247257903,1.0,0.205647214712,0.218435441415
Rhbg,-0.0504290469837,0.000238822556729,1.0,0.994565971195,0.97724160103,1.0,0.5,0.5,0.000869365072293,0.00918785193203,0.00038427417389,0.000408170365524
C130079G13Rik,0.00529676795195,0.242693584575,1.0,1.0,1.0,1.0,0.5,0.5,0.291292606287,1.0,0.12875629492,0.136763039339
4930455C21Rik,0.00391398786155,0.206697992762,1.0,1.0,1.0,1.0,0.5,0.5,0.257112957294,1.0,0.113648307724,0.120715557945
Gprasp2,-0.0471359201673,3.97706690547e-07,0.00868352788141,0.00864593665751,0.00769568937872,0.00772545246388,0.00772425934381,0.00651960577814,3.59619689521e-06,3.80062710645e-05,1.58958029842e-06,1.68842877175e-06
Pggt1b,0.00603853865876,0.0691868622487,1.0,1.0,1.0,1.0,0.5,0.5,0.106622384976,1.0,0.0471289107539,0.0500596345949
Abra,0.00842538802771,0.150463026628,1.0,1.0,1.0,1.0,0.5,0.5,0.199572612784,1.0,0.0882144950983,0.0937001369213
Tigd4,0.0686781790638,2.25284577951e-10,4.91886347497e-06,4.9188511777e-06,4.7505644184e-06,4.75057589524e-06,4.75057589524e-06,4.56561725675e-06,6.57602068847e-09,6.94984262805e-08,2.90671318423e-09,3.08746791612e-09
Cops7b,-0.00302882018158,0.172831993416,1.0,1.0,1.0,1.0,0.5,0.5,0.223071840405,1.0,0.0986015540784,0.104733117925
Snhg11,0.000721982072538,0.461670696161,1.0,1.0,1.0,1.0,0.5,0.5,0.473712015602,1.0,0.209388781834,0.222409678883
Zfp786,-0.0554048967443,1.34941639066e-07,0.00294631574736,0.00294197981732,0.00266464472465,0.00266820102925,0.00266793114597,0.00232855292372,1.42609330555e-06,1.50716132385e-05,6.30357538328e-07,6.69556489382e-07
Pyhin1,-0.0456159350054,0.0093180821906,1.0,1.0,1.0,1.0,0.5,0.5,0.0199868461075,0.211230228216,0.00883452650835,0.00938390388728
Ifi44,-0.109583995252,1.48199261606e-05,0.32357826779,0.276446410256,0.231545097411,0.263371449564,0.263290808169,0.170103112471,7.95118098287e-05,0.000840317559144,3.51455746385e-05,3.73311115382e-05
Prr9,1.74266944598e-05,0.484648135364,1.0,1.0,1.0,1.0,0.5,0.5,0.48987608341,1.0,0.216533575203,0.229998773127
Tmem222,-0.0374690401596,9.83590279987e-09,0.000214757101732,0.000214734043239,0.000201281327049,0.000201301586702,0.000201291750799,0.000185426439583,1.56503815072e-07,1.65400465869e-06,6.91773527187e-08,7.34791647831e-08
Lmod1,0.00500449157639,0.362706490866,1.0,1.0,1.0,1.0,0.5,0.5,0.397522069232,1.0,0.175711527442,0.186638195476
1110057K04Rik,0.0239491415251,9.90476631209e-08,0.00216260667658,0.00216027003335,0.00196515323896,0.00196708658958,0.00196691395514,0.00173065981771,1.09240476527e-06,1.15450385034e-05,4.82861518257e-07,5.12888390103e-07
Hlf,-0.0244458273447,0.000825967642517,1.0,0.999999985391,0.999994757249,1.0,0.5,0.5,0.00252898296266,0.0267274609253,0.00111785355742,0.00118736757798
Defb42,0.0120286980182,0.0905187622508,1.0,1.0,1.0,1.0,0.5,0.5,0.132864903597,1.0,0.0587285510951,0.0623806016536
Lipi,-0.0531645323086,4.96469753284e-10,1.08399205932e-05,1.08398618641e-05,1.04148882708e-05,1.04149424844e-05,1.04144460146e-05,9.9462750373e-06,1.26248974068e-08,1.33425751422e-07,5.58041975237e-09,5.92743963782e-09
Defb22,0.0215940405031,0.00884597451198,1.0,1.0,1.0,1.0,0.5,0.5,0.0191290164689,0.202164288079,0.00845535119268,0.00898114945382
Ccdc68,-0.0684888826209,3.03041669164e-07,0.00661661180453,0.00659477122439,0.00589339407358,0.00591082775704,0.00591082775704,0.00503542905818,2.83974755559e-06,3.00117647886e-05,1.25521680219e-06,1.33327279264e-06
Cyp2d12,0.103741190383,1.32747653445e-09,2.89841226533e-05,2.89837034808e-05,2.76443175422e-05,2.764469883e-05,2.76433713535e-05,2.61658899706e-05,2.86304664686e-08,3.02580003547e-07,1.26551539749e-08,1.34421180883e-08
Mpp7,-0.00214578122021,0.406811198512,1.0,1.0,1.0,1.0,0.5,0.5,0.432652256323,1.0,0.191239668672,0.203131958295
C1qtnf7,0.0105383519867,0.139503930614,1.0,1.0,1.0,1.0,0.5,0.5,0.187944782583,1.0,0.0830747960388,0.0882408243098
Atp6v1h,-0.00220896069112,0.332496318405,1.0,1.0,1.0,1.0,0.5,0.5,0.372147087215,1.0,0.16449535306,0.174724540309
Whsc1,0.0410714270305,1.92741676993e-07,0.00420832177547,0.00419947960083,0.00378347547811,0.00379065056142,0.00379026507807,0.0032706335169,1.9366594675e-06,2.04675124378e-05,8.56036480756e-07,9.09269336825e-07
Pdcl3,0.00557866680468,0.109929098294,1.0,1.0,1.0,1.0,0.5,0.5,0.155010620919,1.0,0.0685173354626,0.0727781041786
Ccdc30,-0.0352320519442,8.86502261424e-06,0.193558903759,0.175979410161,0.147943992723,0.160102308413,0.160084983658,0.11058229209,5.12254124622e-05,0.000541373836907,2.26425050688e-05,2.40505352644e-05
Aph1a,-0.0139170700229,0.00210005053806,1.0,1.0,1.0,1.0,0.5,0.5,0.00562568164964,0.0594548040414,0.00248664713752,0.00264127995066
Amz1,0.00212954942243,0.256439632421,1.0,1.0,1.0,1.0,0.5,0.5,0.304292793699,1.0,0.134502599248,0.14286667913
Dpp9,-0.0132356611783,0.0137742432318,1.0,1.0,1.0,1.0,0.5,0.5,0.0276663563624,0.292390842303,0.0122290008818,0.0129894645518
Galnt14,0.00212700607834,0.496161100377,1.0,1.0,1.0,1.0,0.5,0.5,0.497596983217,1.0,0.219946344464,0.233623766351
Nat14,0.0265163677499,0.00112368399256,1.0,0.999999999978,0.999999908713,1.0,0.5,0.5,0.00330257756797,0.0349031662941,0.00145979555319,0.00155057332765
Mettl6,0.0105868012913,0.00609157362437,1.0,1.0,1.0,1.0,0.5,0.5,0.0139410283955,0.147335232068,0.00616217207316,0.00654536838128
Qdpr,0.00593555607676,0.102863300667,1.0,1.0,1.0,1.0,0.5,0.5,0.14684174619,1.0,0.0649065536537,0.0689427849433
Tmem5,0.0135636573826,0.00142599608764,1.0,1.0,0.999999998299,1.0,0.5,0.5,0.00404227393324,0.0427206193933,0.00178675394933,0.00189786371854
Trip11,0.0155670045234,0.00531145288101,1.0,1.0,1.0,1.0,0.5,0.5,0.012421050964,0.13127140799,0.00549031615157,0.00583173292065
Sp110,-0.0115206027748,0.0150076855899,1.0,1.0,1.0,1.0,0.5,0.5,0.0296631055044,0.313493410196,0.0131115980225,0.0139269462302
Snx17,-0.0199521666044,9.45321777968e-06,0.206401557002,0.186494452126,0.156652467696,0.170375344043,0.170365890825,0.116879584628,5.40178521462e-05,0.000570885630241,2.38768109858e-05,2.53615968228e-05
Jakmip1,-0.0019407384001,0.436923421486,1.0,1.0,1.0,1.0,0.5,0.5,0.455164940674,1.0,0.201190658718,0.213701753302
Antxrl,0.0510751406181,7.5552615298e-10,1.64961580242e-05,1.64960229342e-05,1.58039721141e-05,1.5804096068e-05,1.5804096068e-05,1.50357259705e-05,1.79775653191e-08,1.89995220092e-07,7.94639016646e-09,8.44053855092e-09
Adc,0.00850442127201,0.0595121238167,1.0,1.0,1.0,1.0,0.5,0.5,0.094047806493,0.993940690889,0.0415707328233,0.0441558198924
Als2cr12,-0.0743188077179,6.12926087602e-10,1.33826281967e-05,1.33825376856e-05,1.28401052492e-05,1.28401886092e-05,1.28401886092e-05,1.22389081172e-05,1.50736385555e-08,1.59305179767e-07,6.66280506088e-09,7.0771333644e-09
Phf11,-0.0659934711446,3.00168342118e-05,0.65538755818,0.480764319929,0.406084436669,0.521010300081,0.5,0.298487399402,0.000146107314625,0.00154412963638,6.45819223893e-05,6.85979663974e-05
Ccdc122,-0.0732159768551,5.15777525013e-09,0.000112614864811,0.000112608523343,0.000106192952914,0.0001061985924,0.000106193434625,9.8895182646e-05,9.03264843177e-08,9.54612038028e-07,3.99258450193e-08,4.24086443031e-08
Catsper4,-0.0123588530656,0.00716268926836,1.0,1.0,1.0,1.0,0.5,0.5,0.0159802907282,0.168887099011,0.00706356076842,0.00750281017212
Mterfd2,-0.0315225141059,9.75474259458e-07,0.021298504981,0.0210733037162,0.0184619451351,0.0186344847784,0.0186344847784,0.0151637473633,7.79416286447e-06,8.23723158603e-05,3.44515278029e-06,3.65939052157e-06
Slc25a41,-0.00957033406222,0.115454056653,1.0,1.0,1.0,1.0,0.5,0.5,0.16139010166,1.0,0.0713371746416,0.0757732958064
Mael,0.0189514013098,0.00332756491841,1.0,1.0,1.0,1.0,0.5,0.5,0.0083411390292,0.0881530127989,0.00368692556429,0.0039161980104
Triml1,0.00460428770956,0.236716051685,1.0,1.0,1.0,1.0,0.5,0.5,0.285608465182,1.0,0.126243807707,0.134094312442
Csnk1g2,-0.00113745664185,0.476978633495,1.0,1.0,1.0,1.0,0.5,0.5,0.48447967174,1.0,0.214148269303,0.227465136345
Lypd4,0.0769626343039,5.18051091917e-11,1.13111275409e-06,1.13111225764e-06,1.10267128084e-06,1.10267174914e-06,1.10256813893e-06,1.06889481795e-06,2.04911730814e-09,2.16560188792e-08,9.05744762335e-10,9.62068741105e-10
Ppme1,-0.0180311614417,0.00553604029415,1.0,1.0,1.0,1.0,0.5,0.5,0.012858380072,0.135893304151,0.00568362306836,0.00603706067943
Banf2,0.0389075605838,1.90569889521e-05,0.416090296781,0.340381909066,0.285201876058,0.335751921711,0.335712149138,0.209131205103,9.84516035335e-05,0.00104048205359,4.35172861455e-05,4.62234201503e-05
Ifitm7,0.00161183935013,0.330754162319,1.0,1.0,1.0,1.0,0.5,0.5,0.370536033933,1.0,0.163783240061,0.173968144374
4930474N05Rik,-0.0596506227478,1.28236477233e-07,0.0027999152439,0.00279599931562,0.00253419882017,0.002537415175,0.00253728693853,0.00221797811022,1.36647888917e-06,1.44415805305e-05,6.04006950597e-07,6.4156728335e-07
Rspry1,0.0114617138622,0.025099756142,1.0,1.0,1.0,1.0,0.5,0.5,0.0457487892635,0.483494351474,0.0202217443062,0.0214792388504
Adap1,-0.0228108973435,2.54083006683e-06,0.0554764836791,0.0539657960197,0.0464024792995,0.0475135222497,0.0475084405895,0.0366667186944,1.76687959055e-05,0.000186732002205,7.80990882494e-06,8.2955700809e-06
4922501L14Rik,0.0522771862257,2.25179416884e-10,4.91656738825e-06,4.9165556032e-06,4.74857255972e-06,4.74858354325e-06,4.74858354325e-06,4.56348606257e-06,6.57602068847e-09,6.94984262805e-08,2.90671318423e-09,3.08746791612e-09
Lrch3,0.00245895310371,0.202595645915,1.0,1.0,1.0,1.0,0.5,0.5,0.25300049964,1.0,0.111830531374,0.11878474269
Nudt9,-0.0243715903092,1.07255302157e-06,0.023418122673,0.0231460586838,0.0202384852377,0.0204460782502,0.0204417880381,0.0165537833349,8.42465408433e-06,8.90356385048e-05,3.72384064156e-06,3.95540866157e-06
Ccdc45,-0.0020132139134,0.40680905408,1.0,1.0,1.0,1.0,0.5,0.5,0.432652256323,1.0,0.191239668672,0.203131958295
Trim14,-0.0250842227102,0.000109887872443,1.0,0.909229745723,0.836032084977,1.0,0.5,0.5,0.000445378773033,0.00470696874157,0.000196865005887,0.0002091071086
Plin5,0.0359623111479,0.00015978237689,1.0,0.9694676091,0.924371366786,1.0,0.5,0.5,0.000613275432314,0.006481378244,0.000271078189854,0.000287935259136
Il33,-0.0718047040704,7.34117254489e-10,1.60287161345e-05,1.60285867419e-05,1.53583482461e-05,1.53584670812e-05,1.53577329639e-05,1.46162745369e-05,1.75062967816e-08,1.85014636352e-07,7.73808144359e-09,8.21927609475e-09
Nob1,0.011092722096,0.00206805336114,1.0,1.0,1.0,1.0,0.5,0.5,0.0055487249105,0.0586414896503,0.00245263094766,0.00260514845499
BC048599,-0.0193934654574,0.0319836211819,1.0,1.0,1.0,1.0,0.5,0.5,0.0558357527165,0.59009804376,0.0246803540106,0.0262151083842
Ss18l1,0.00064802832754,0.339520347165,1.0,1.0,1.0,1.0,0.5,0.5,0.378161845071,1.0,0.167153978509,0.177548493089
AI607873,-0.0707520821685,0.00328034527724,1.0,1.0,1.0,1.0,0.5,0.5,0.00824580460318,0.0871454745181,0.00364478612372,0.00387143811752
E330021D16Rik,0.0019321892411,0.281845717708,1.0,1.0,1.0,1.0,0.5,0.5,0.327841840785,1.0,0.144911679281,0.153923050571
Ttc12,-0.0269803877831,0.000156839327849,1.0,0.967440902458,0.920890851425,1.0,0.5,0.5,0.000604045780663,0.00638383501912,0.000266998526572,0.000283601900909
Gtdc1,-0.0183981811005,0.00669869857568,1.0,1.0,1.0,1.0,0.5,0.5,0.0150919570677,0.159498778271,0.00667090215535,0.00708573397884
AU042651,-0.0156185881747,0.037129326316,1.0,1.0,1.0,1.0,0.5,0.5,0.0633304020108,0.669304961765,0.0279931166899,0.0297338760911
Usp38,-0.0137801402602,0.0118690571737,1.0,1.0,1.0,1.0,0.5,0.5,0.0244551662092,0.258453500451,0.010809600123,0.0114817979796
Kdm4a,-0.0113554482818,0.000265902391405,1.0,0.996992014903,0.984853933415,1.0,0.5,0.5,0.00095407685169,0.0100831251732,0.000421718223672,0.000447942883494
Maob,-0.00726353589066,0.0545584401416,1.0,1.0,1.0,1.0,0.5,0.5,0.0874779192145,0.92450708532,0.0386667307108,0.0410712316367
Gm941,0.0252093834839,0.00332788438431,1.0,1.0,1.0,1.0,0.5,0.5,0.0083411390292,0.0881530127989,0.00368692556429,0.0039161980104
E030030I06Rik,0.019018502,0.0129497886935,1.0,1.0,1.0,1.0,0.5,0.5,0.0262699031597,0.277632479372,0.0116117447739,0.0123338242088
2410017I17Rik,0.0276901842653,0.00174726301139,1.0,1.0,0.999999999973,1.0,0.5,0.5,0.00480486268708,0.0507800098366,0.00212383117125,0.00225590217709
Camk1d,0.0147451918501,0.268997585325,1.0,1.0,1.0,1.0,0.5,0.5,0.31604171786,1.0,0.139695823902,0.148382845839
Klhl31,-0.000284036883888,0.461670472228,1.0,1.0,1.0,1.0,0.5,0.5,0.473712015602,1.0,0.209388781834,0.222409678883
Arhgef19,-0.0207115245942,0.0484690942142,1.0,1.0,1.0,1.0,0.5,0.5,0.0791825067769,0.836837332277,0.035000017079,0.0371765024432
Synpo2l,0.0262070038674,0.00103765574319,1.0,0.999999999857,0.999999710235,1.0,0.5,0.5,0.0030851780981,0.0326055882077,0.00136370128354,0.0014485034103
Steap2,0.0178484778973,0.0475087168455,1.0,1.0,1.0,1.0,0.5,0.5,0.0779167222718,0.823459936542,0.0344405187618,0.0365822115744
Tpcn2,-0.0103720778423,0.0447112734194,1.0,1.0,1.0,1.0,0.5,0.5,0.0740306241366,0.782389855172,0.0327227971761,0.0347576730154
Ip6k3,-0.0210659822714,0.019505848017,1.0,1.0,1.0,1.0,0.5,0.5,0.0370651574403,0.391721716517,0.0163834310917,0.0174022391084
Cdc2l6,0.0171509487387,0.0256700717276,1.0,1.0,1.0,1.0,0.5,0.5,0.0466247813851,0.492752241127,0.0206089477488,0.0218905206419
1810024B03Rik,0.0421255157625,3.26946226696e-06,0.0713854391368,0.0688971692138,0.0588676588736,0.0606714112879,0.0606681418257,0.0461419209736,2.17704907401e-05,0.000230080609151,9.62292782507e-06,1.02213321494e-05
Aldh5a1,-0.00252046793163,0.298315964733,1.0,1.0,1.0,1.0,0.5,0.5,0.341969928704,1.0,0.15115653485,0.160556244144
Gimap5,-0.00181551787958,0.393796315659,1.0,1.0,1.0,1.0,0.5,0.5,0.42205977868,1.0,0.186557613083,0.198158747835
D630003M21Rik,-0.0328123327794,0.000226234265493,1.0,0.992846530465,0.972502338549,1.0,0.5,0.5,0.000829134031782,0.00876267169985,0.000366491368541,0.000389281731698
D630002G06Rik,-0.304928364178,7.17036923888e-15,1.56557841962e-10,1.57563961878e-10,1.57542312529e-10,1.56529160485e-10,1.56514819746e-10,1.55804953192e-10,1.21520532599e-11,1.28428515914e-10,5.37141458326e-12,5.70543742672e-12
Arrb1,-0.0344999921447,1.74208852104e-07,0.00380367607685,0.00379645159462,0.00342393108727,0.00342980585533,0.00342930125367,0.00297026092838,1.76915166365e-06,1.86972125393e-05,7.81995177516e-07,8.30623755465e-07
Orai1,-0.00551004530768,0.236713458941,1.0,1.0,1.0,1.0,0.5,0.5,0.285608465182,1.0,0.126243807707,0.134094312442
Slc38a7,-0.0244059505572,4.49370587437e-07,0.00981155740609,0.00976358329468,0.00867455593961,0.00871239694922,0.00871239694922,0.00731889875758,3.99696366572e-06,4.22417595424e-05,1.76672603911e-06,1.8765903674e-06
Phka2,-0.0126757229185,0.000419974677676,1.0,0.999896055471,0.998440683532,1.0,0.5,0.5,0.00141934470792,0.0150002909394,0.000627374543198,0.000666387995907
Rbms3,0.00275489260957,0.344819271984,1.0,1.0,1.0,1.0,0.5,0.5,0.382681615305,1.0,0.169151793959,0.179670543223
Ptges2,-0.00533369389737,0.191910525539,1.0,1.0,1.0,1.0,0.5,0.5,0.242569458702,1.0,0.107219833559,0.113887327406
Stfa2l1,-0.000584245203037,0.476978768271,1.0,1.0,1.0,1.0,0.5,0.5,0.48447967174,1.0,0.214148269303,0.227465136345
Acot4,0.0384415190975,0.0017208509464,1.0,1.0,0.999999999961,1.0,0.5,0.5,0.00474167839016,0.0501122489809,0.0020959026355,0.00222623689792
Ttpa,-0.00123951654368,0.494241964108,1.0,1.0,1.0,1.0,0.5,0.5,0.496310492772,1.0,0.219377693768,0.233019753961
B3gnt1,-0.0065551797608,0.0416259335409,1.0,1.0,1.0,1.0,0.5,0.5,0.069749769835,0.737147808166,0.0308305866391,0.0327477948632
Ugt2a3,0.0189408196045,0.000101853747708,1.0,0.891823160713,0.814011689021,1.0,0.5,0.5,0.000417501695445,0.00441235089996,0.000184542862634,0.000196018709594
Dclk3,0.0126557611386,0.0319828422876,1.0,1.0,1.0,1.0,0.5,0.5,0.0558357527165,0.59009804376,0.0246803540106,0.0262151083842
9030624J02Rik,-0.0296415154998,3.36095116661e-09,7.33830077717e-05,7.33803158083e-05,6.95222195282e-05,6.95246358324e-05,6.95246358324e-05,6.50680145855e-05,6.35315611268e-08,6.71430904285e-07,2.80820324464e-08,2.98283210976e-08
1110049F12Rik,-0.0045194959073,0.399361797678,1.0,1.0,1.0,1.0,0.5,0.5,0.426619604238,1.0,0.188573133668,0.200299604103
Usp40,0.000280391424585,0.438818119035,1.0,1.0,1.0,1.0,0.5,0.5,0.456704390727,1.0,0.20187112187,0.214424531236
Rhpn2,0.0499792947913,5.3038969783e-09,0.000115805286624,0.000115798581976,0.000109180063113,0.000109186023195,0.000109186023195,0.000101638577795,9.27184040225e-08,9.79890951089e-07,4.09831142815e-08,4.35316601354e-08
Gprin3,0.000921162437607,0.494241660411,1.0,1.0,1.0,1.0,0.5,0.5,0.496310492772,1.0,0.219377693768,0.233019753961
Acaa2,0.00763960732769,0.000516626003481,1.0,0.999987414018,0.999609247265,1.0,0.5,0.5,0.00169471336539,0.0179105141955,0.00074909218143,0.000795674677823
Sprn,-0.00804846074174,0.138428548218,1.0,1.0,1.0,1.0,0.5,0.5,0.186887939112,1.0,0.0826076532183,0.0877446320888
Fam131a,-0.0229094361185,0.00430719441818,1.0,1.0,1.0,1.0,0.5,0.5,0.0104131745867,0.110051242331,0.00460280058332,0.00488902696091
Osgep,-0.000333599574901,0.419929060491,1.0,1.0,1.0,1.0,0.5,0.5,0.442592257848,1.0,0.1956333187,0.207798828618
Agxt2l1,0.102810582288,6.51652078954e-10,1.42281714919e-05,1.4228069986e-05,1.36448495152e-05,1.36449428812e-05,1.36449428812e-05,1.30011106272e-05,1.58796556829e-08,1.67823541336e-07,7.01907836382e-09,7.45556161738e-09
Larp4,0.00907609240697,0.0451706124391,1.0,1.0,1.0,1.0,0.5,0.5,0.0746474657006,0.788908921944,0.0329954516569,0.0350472825876
Pkn2,0.0313761252299,2.72800925484e-11,5.95633540701e-07,5.95632807521e-07,5.83056704029e-07,5.83057418036e-07,5.83030137944e-07,5.66771202785e-07,1.27676169805e-09,1.34934077846e-08,5.64350423553e-10,5.99444704633e-10
Clec1a,-2.33442399856e-05,0.285100879334,1.0,1.0,1.0,1.0,0.5,0.5,0.330732154491,1.0,0.146189247183,0.155280064372
Etf1,0.00696649073245,0.0859061527418,1.0,1.0,1.0,1.0,0.5,0.5,0.127259307888,1.0,0.0562507822859,0.0597487521324
Mblac1,-0.00880697440212,0.0881772789551,1.0,1.0,1.0,1.0,0.5,0.5,0.129986664502,1.0,0.0574563203767,0.0610292569299
Slc39a11,-0.00990440296798,0.0302964583825,1.0,1.0,1.0,1.0,0.5,0.5,0.0534002123967,0.564358127876,0.0236038036934,0.0250716124993
C330023M02Rik,0.000376145660913,0.429354255063,1.0,1.0,1.0,1.0,0.5,0.5,0.449575038065,1.0,0.198719826526,0.211077271753
Kank2,-0.00711435918031,0.0157502286236,1.0,1.0,1.0,1.0,0.5,0.5,0.0309108325598,0.326679966456,0.0136631146393,0.0145127590545
Ctdsp2,0.0063553834471,0.0242691524175,1.0,1.0,1.0,1.0,0.5,0.5,0.0444839383718,0.470126822596,0.019662658662,0.0208853863167
Rbbp5,-0.031968239583,2.18258745128e-10,4.76546144112e-06,4.76545007122e-06,4.60393935697e-06,4.60394996972e-06,4.60373171098e-06,4.42563257495e-06,6.40668792158e-09,6.77088393291e-08,2.83186521623e-09,3.00796550734e-09
Pgam5,-0.0178660186416,9.61938705358e-05,1.0,0.877592298925,0.796669241211,1.0,0.5,0.5,0.000397510568446,0.0042010754293,0.000175706443898,0.000186632795811
Ube2cbp,0.0135952895135,0.00796423543805,1.0,1.0,1.0,1.0,0.5,0.5,0.0175164414397,0.185121849788,0.0077425655553,0.00822403905214
Vmn2r-ps104,0.0411977370003,1.53390875724e-07,0.00334913638056,0.00334353453632,0.00302198019978,0.00302655536891,0.00302655536891,0.00263050012779,1.59179485768e-06,1.68228238339e-05,7.03600447535e-07,7.47354028364e-07
4930426L09Rik,-0.0121885825022,0.106357191189,1.0,1.0,1.0,1.0,0.5,0.5,0.150886278059,1.0,0.0666943056492,0.0708417087717
Gemin5,-0.0169210436833,2.94136281928e-05,0.642217157962,0.473880340786,0.400005021881,0.510826480825,0.5,0.294077454672,0.000143701444915,0.00151870329321,6.35184869868e-05,6.74684009818e-05
Sall4,-0.0119109820599,0.112663332194,1.0,1.0,1.0,1.0,0.5,0.5,0.15818346588,1.0,0.0699197869931,0.0742677675303
Zfp874,-0.00531546205544,0.330753232221,1.0,1.0,1.0,1.0,0.5,0.5,0.370536033933,1.0,0.163783240061,0.173968144374
Slc4a5,0.0403073472147,4.95863577984e-07,0.0108266853617,0.0107682903998,0.0095471133139,0.00959297677968,0.00959297677968,0.00803695687197,4.34981332331e-06,4.5970837822e-05,1.92269159949e-06,2.04225468761e-06
1110030E23Rik,0.0243720952394,0.000688237830465,1.0,0.999999703778,0.999964816624,1.0,0.5,0.5,0.00216212629539,0.0228503500929,0.00095569666011,0.00101512691092
Eda2r,-0.0720206203686,1.19826878196e-05,0.261630005853,0.230205415716,0.192941874537,0.214358302405,0.214345912777,0.142907535406,6.62594997144e-05,0.000700261020219,2.92878277798e-05,3.11090991343e-05
Relt,-0.0171162530168,0.0256728014175,1.0,1.0,1.0,1.0,0.5,0.5,0.0466247813851,0.492752241127,0.0206089477488,0.0218905206419
Lbxcor1,0.0199370510339,0.0201991271461,1.0,1.0,1.0,1.0,0.5,0.5,0.0381589209341,0.403281114692,0.0168668931911,0.017915765427
Sgcz,-0.0203062725417,0.00251524263653,1.0,1.0,1.0,1.0,0.5,0.5,0.00658090770263,0.0695500745051,0.00290887332775,0.00308976238874
Pxk,0.00688997334806,0.0352165182646,1.0,1.0,1.0,1.0,0.5,0.5,0.0606357576561,0.640826714675,0.0268020379747,0.0284687298295
Mdfic,-0.00541875050992,0.0589393837612,1.0,1.0,1.0,1.0,0.5,0.5,0.0933488584149,0.986553884524,0.0412617858644,0.0438276609847
Vps13c,-0.015826576484,7.06889560758e-05,1.0,0.786363054493,0.69434003547,1.0,0.5,0.495117642279,0.000304390015509,0.00321693438259,0.000134545572945,0.000142912325157
Gpr21,0.0160084285274,0.0654214496908,1.0,1.0,1.0,1.0,0.5,0.5,0.101682333916,1.0,0.0449453240186,0.0477402609381
Engase,-0.00539760733908,0.386413701609,1.0,1.0,1.0,1.0,0.5,0.5,0.416414337676,1.0,0.184062231974,0.195508190788
N4bp2,-0.0117308128496,0.0666577785159,1.0,1.0,1.0,1.0,0.5,0.5,0.103307919567,1.0,0.0456638605727,0.0485034798788
Fndc3a,-0.00233579013462,0.283470476551,1.0,1.0,1.0,1.0,0.5,0.5,0.329329489852,1.0,0.145569245514,0.154621507735
Osbpl2,-0.00943775656829,0.0403580625794,1.0,1.0,1.0,1.0,0.5,0.5,0.0679172574926,0.717780970686,0.030020584962,0.0318874230166
Lrfn5,-0.00242362460786,0.327270689993,1.0,1.0,1.0,1.0,0.5,0.5,0.367427579941,1.0,0.162409250436,0.172508712838
Golim4,-0.0264609721029,0.000125375491249,1.0,0.935275798792,0.871218955419,1.0,0.5,0.5,0.000498428451065,0.00526762226025,0.000220313867419,0.000234014143819
Clptm1l,-0.00955243172021,0.00213159473005,1.0,1.0,1.0,1.0,0.5,0.5,0.00569850251208,0.0602244085758,0.00251883519942,0.00267546963574
Cldn17,0.0613109838707,1.40751950935e-09,3.07317809672e-05,3.07313095587e-05,2.92999051458e-05,2.93003336262e-05,2.93003336262e-05,2.77154666587e-05,3.00830175324e-08,3.17931234604e-07,1.32972062932e-08,1.41240966006e-08
Phlpp2,0.0161492114011,0.000359057441527,1.0,0.999606751157,0.996197648854,1.0,0.5,0.5,0.00123691977193,0.0130723398932,0.000546739613398,0.000580738761567
Gpr22,0.0631959081958,1.92146719794e-12,4.19533147997e-08,4.19532220075e-08,4.14766991863e-08,4.14767909346e-08,4.14767909346e-08,4.07197328586e-08,1.66721416435e-10,1.76198899279e-09,7.36937066048e-11,7.8276369336e-11
Arpm1,-0.0200884101728,0.00553627599339,1.0,1.0,1.0,1.0,0.5,0.5,0.012858380072,0.135893304151,0.00568362306836,0.00603706067943
Frmpd3,-0.00249188289875,0.390088410291,1.0,1.0,1.0,1.0,0.5,0.5,0.419311678205,1.0,0.185342905851,0.196868503711
Ift57,0.030450252559,0.000137694934426,1.0,0.950542333742,0.893783627187,1.0,0.5,0.5,0.000540179180926,0.00570886327193,0.000238768401352,0.000253616277849
Gucy1b2,0.00582762234779,0.118279684449,1.0,1.0,1.0,1.0,0.5,0.5,0.164506914471,1.0,0.072714859007,0.0772366518402
Trerf1,-0.0103770728856,0.0399448335871,1.0,1.0,1.0,1.0,0.5,0.5,0.0673300969374,0.711575586535,0.0297610499928,0.0316117487964
Zfp385b,-0.0087192874715,0.0751298162001,1.0,1.0,1.0,1.0,0.5,0.5,0.114029398998,1.0,0.0504029371498,0.0535372571924
